EmployeeID,Age,Resigned,BusinessTravel,BusinessUnit,EducationLevel,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,AverageWeeklyHoursWorked,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInRole,YearsSinceLastPromotion,YearsWithCurrManager
4872,38,No,Travel_Rarely,Sales,3,Male,3,Divorced,10609,0,No,12,3,40.0,17,6,2,16,10,5,13
3724,31,No,Non-Travel,Consultants,4,Male,3,Married,4345,0,No,12,3,40.0,6,2,3,5,4,1,4
7658,59,No,Travel_Rarely,Consultants,3,Male,4,Married,2177,3,No,17,3,40.0,7,6,3,1,0,0,0
8956,37,No,Travel_Frequently,Sales,4,Male,4,Divorced,2793,4,No,17,3,40.0,13,2,3,9,8,5,8
8886,29,No,Travel_Frequently,Sales,1,Female,4,Married,7918,1,No,14,3,40.0,11,5,3,11,10,4,1
4502,35,No,Travel_Frequently,Sales,3,Female,3,Single,8789,1,No,14,3,40.0,10,3,4,10,7,0,8
7570,29,Yes,Travel_Rarely,Consultants,1,Male,4,Single,2389,1,Yes,13,3,53.0,4,3,2,4,3,0,1
1960,52,No,Travel_Rarely,Consultants,3,Female,4,Single,3212,7,No,15,3,40.0,6,3,2,2,2,2,2
3697,42,No,Travel_Rarely,Consultants,2,Male,4,Married,19232,1,No,11,3,40.0,22,3,3,22,17,11,15
7209,59,No,Travel_Rarely,Business Operations,2,Male,3,Married,2267,8,No,17,3,40.0,7,2,2,2,2,2,2
1035,50,No,Travel_Rarely,Sales,4,Female,4,Divorced,19517,3,No,11,3,40.0,32,3,2,7,0,0,6
7396,33,Yes,Travel_Rarely,Consultants,3,Male,4,Married,2436,5,Yes,13,3,67.0,8,2,1,5,4,0,4
5345,43,No,Travel_Rarely,Sales,3,Female,4,Married,16064,5,Yes,22,4,48.0,22,3,3,17,13,1,9
8454,33,Yes,Travel_Rarely,Consultants,2,Female,1,Married,2707,7,No,20,4,40.0,13,3,4,9,7,1,7
5673,52,No,Non-Travel,Sales,4,Male,3,Single,19068,1,Yes,18,3,46.0,33,2,4,33,7,15,12
7930,32,No,Travel_Rarely,Sales,2,Female,2,Married,3931,2,No,11,3,40.0,6,5,3,4,3,1,2
8973,32,Yes,Travel_Rarely,Consultants,3,Male,3,Single,3730,0,Yes,14,3,66.0,4,2,1,3,2,1,2
3536,39,No,Travel_Rarely,Consultants,4,Female,3,Divorced,2232,7,No,14,3,40.0,7,1,3,3,2,1,2
4111,32,No,Non-Travel,Sales,4,Male,4,Married,4465,0,No,18,3,40.0,4,2,3,3,2,2,2
5861,41,No,Travel_Rarely,Consultants,2,Male,1,Divorced,3072,2,No,16,3,40.0,17,2,2,1,0,0,0
4566,40,No,Travel_Rarely,Consultants,2,Male,4,Divorced,3319,1,No,17,3,40.0,9,3,3,9,8,4,7
1958,45,No,Travel_Rarely,Consultants,3,Male,4,Married,19202,0,No,11,3,40.0,25,2,3,24,0,1,7
1998,31,No,Travel_Frequently,Consultants,4,Male,3,Divorced,13675,9,No,12,3,40.0,9,3,3,2,2,2,2
6138,33,No,Travel_Rarely,Consultants,4,Female,4,Married,2911,1,No,13,3,40.0,2,2,2,2,2,0,2
1936,34,No,Travel_Rarely,Consultants,4,Male,1,Married,5957,6,No,13,3,40.0,13,3,3,11,9,5,9
1821,37,No,Travel_Rarely,Consultants,2,Female,1,Married,3920,2,No,14,3,40.0,17,2,2,3,1,0,2
8811,45,No,Travel_Frequently,Consultants,4,Male,3,Married,6434,4,No,17,3,40.0,9,1,3,3,2,0,2
9238,37,Yes,Travel_Frequently,Consultants,3,Male,3,Divorced,10048,6,No,11,3,40.0,17,5,3,1,0,0,0
9701,39,No,Travel_Frequently,Consultants,4,Female,3,Single,10938,0,No,25,4,40.0,20,1,3,19,6,11,8
3579,29,No,Travel_Rarely,Consultants,3,Male,4,Single,2340,1,No,19,3,40.0,6,1,3,6,5,1,5
1931,42,No,Travel_Rarely,Consultants,2,Female,1,Single,6545,3,Yes,13,3,47.0,10,1,3,3,2,0,2
9320,29,No,Travel_Rarely,Sales,2,Male,4,Divorced,6931,2,No,14,3,40.0,10,2,3,3,2,0,2
2312,25,No,Travel_Rarely,Consultants,3,Female,3,Married,4898,0,No,12,3,40.0,5,3,3,4,2,1,2
4044,42,No,Travel_Rarely,Consultants,3,Female,1,Divorced,2593,0,Yes,11,3,50.0,10,4,3,9,6,7,8
2122,40,No,Travel_Rarely,Consultants,2,Male,3,Divorced,19436,0,No,19,3,40.0,22,5,3,21,7,3,9
2113,51,No,Travel_Rarely,Consultants,3,Male,4,Married,2723,1,No,11,3,40.0,1,0,2,1,0,0,0
4853,31,Yes,Travel_Frequently,Consultants,2,Male,2,Single,3479,0,No,11,3,40.0,6,2,4,5,4,1,4
7615,32,No,Travel_Frequently,Consultants,3,Male,2,Married,2794,1,No,20,4,40.0,5,3,1,5,1,0,3
2964,38,No,Non-Travel,Sales,2,Male,4,Married,5249,3,No,18,3,40.0,13,0,3,8,7,7,5
5033,32,No,Travel_Rarely,Consultants,1,Male,1,Single,2176,4,No,13,3,40.0,9,5,3,6,2,0,4
1651,46,No,Travel_Rarely,Sales,3,Female,2,Married,16872,3,Yes,12,3,51.0,28,2,2,7,7,7,7
2343,28,Yes,Travel_Rarely,Consultants,4,Male,3,Single,3485,2,No,11,3,40.0,5,5,1,0,0,0,0
7868,29,No,Travel_Rarely,Sales,3,Male,2,Married,6644,2,No,19,3,40.0,10,2,3,0,0,0,0
9565,31,No,Travel_Rarely,Consultants,3,Male,4,Married,5582,0,No,21,4,40.0,10,2,3,9,0,7,8
6183,25,No,Non-Travel,Consultants,2,Male,1,Divorced,4000,1,No,12,3,40.0,6,2,3,6,3,1,5
5272,45,No,Travel_Rarely,Consultants,2,Male,4,Married,13496,0,Yes,14,3,49.0,21,2,3,20,7,4,10
4346,36,No,Travel_Rarely,Consultants,3,Male,4,Married,3210,0,No,11,3,40.0,16,4,3,15,13,10,11
6147,55,No,Travel_Rarely,Consultants,3,Male,1,Single,19045,0,Yes,14,3,48.0,37,2,3,36,10,4,13
4910,47,Yes,Non-Travel,Consultants,4,Male,2,Married,11849,1,Yes,12,3,53.0,10,2,2,10,7,9,9
5351,28,No,Travel_Rarely,Consultants,3,Male,4,Married,2070,1,No,23,4,40.0,5,3,2,5,2,0,4
7484,37,No,Travel_Rarely,Sales,4,Male,4,Married,6502,4,No,14,3,40.0,7,5,4,5,4,0,1
3144,21,No,Travel_Rarely,Consultants,2,Male,3,Single,3230,1,No,17,3,40.0,3,4,4,3,2,1,0
5915,37,No,Non-Travel,Consultants,4,Female,4,Divorced,13603,2,Yes,18,3,49.0,15,2,3,5,2,0,2
8491,35,No,Travel_Rarely,Consultants,3,Female,2,Divorced,11996,7,No,18,3,40.0,10,6,2,7,7,6,2
6180,38,No,Travel_Rarely,Sales,2,Female,1,Divorced,5605,1,Yes,24,4,49.0,8,3,3,8,0,7,7
2188,26,No,Travel_Frequently,Consultants,3,Female,2,Divorced,6397,1,No,20,4,40.0,6,6,1,6,5,1,4
1152,50,No,Travel_Rarely,Consultants,1,Male,2,Divorced,19144,3,No,14,3,40.0,28,4,2,10,4,1,6
8508,53,No,Travel_Rarely,Consultants,4,Male,3,Married,17584,3,Yes,16,3,52.0,21,5,2,5,3,1,3
2638,42,No,Travel_Rarely,Sales,1,Male,3,Married,4907,1,No,25,4,40.0,20,3,3,20,16,11,6
2200,29,No,Travel_Frequently,Sales,2,Male,4,Single,4554,1,No,18,3,40.0,10,3,2,10,7,0,9
4492,55,No,Travel_Rarely,Consultants,2,Male,4,Married,5415,3,Yes,19,3,49.0,12,4,3,10,7,0,8
9288,26,No,Travel_Frequently,Consultants,2,Male,1,Married,4741,1,Yes,13,3,48.0,5,3,3,5,3,3,3
9763,37,No,Travel_Rarely,Consultants,3,Female,4,Single,2115,1,No,12,3,40.0,17,3,3,17,12,5,7
3170,44,Yes,Travel_Frequently,Consultants,3,Male,3,Divorced,3161,3,Yes,22,4,67.0,19,0,1,1,0,0,0
6718,38,No,Travel_Rarely,Consultants,4,Male,4,Divorced,5745,9,No,14,3,40.0,10,2,3,2,2,1,2
2127,26,Yes,Travel_Rarely,Consultants,4,Male,2,Divorced,2373,2,Yes,13,3,50.0,5,2,3,3,2,0,2
5002,28,No,Travel_Rarely,Consultants,2,Female,4,Single,3310,1,No,21,4,40.0,5,3,3,5,3,0,2
7054,49,No,Travel_Frequently,Consultants,4,Female,1,Single,18665,9,Yes,11,3,48.0,22,4,3,3,2,1,2
5669,36,No,Travel_Rarely,Consultants,3,Male,2,Single,4485,4,No,12,3,40.0,10,2,3,8,0,7,7
3584,31,No,Travel_Frequently,Sales,3,Female,2,Divorced,2789,1,No,11,3,40.0,2,5,2,2,2,2,2
8179,26,Yes,Travel_Rarely,Sales,4,Male,4,Single,5828,1,Yes,12,3,50.0,8,0,3,8,7,7,4
5956,37,No,Travel_Frequently,Consultants,3,Male,4,Married,2326,1,Yes,12,3,53.0,4,3,2,4,2,1,2
9666,42,No,Travel_Frequently,Sales,3,Female,2,Married,13525,5,No,14,3,40.0,23,2,4,20,4,4,8
1128,18,Yes,Travel_Rarely,Consultants,3,Male,3,Single,1420,1,No,13,3,40.0,0,2,3,0,0,0,0
5905,35,No,Travel_Rarely,Sales,3,Male,2,Married,8020,0,No,15,3,40.0,12,3,2,11,9,6,9
2697,36,No,Travel_Frequently,Consultants,4,Male,4,Married,3688,4,No,18,3,40.0,4,2,3,1,0,0,0
3200,51,No,Travel_Rarely,Consultants,3,Male,2,Divorced,5482,5,No,18,3,40.0,13,3,3,4,1,1,2
9961,41,No,Travel_Rarely,Sales,4,Male,2,Single,16015,1,No,19,3,40.0,22,2,3,22,10,0,4
2891,18,No,Travel_Rarely,Sales,3,Female,3,Single,1200,1,No,12,3,40.0,0,2,3,0,0,0,0
2753,28,No,Travel_Rarely,Consultants,2,Male,1,Single,5661,0,No,19,3,40.0,9,2,3,8,3,0,7
3546,31,No,Travel_Rarely,Sales,3,Male,4,Married,6929,4,No,11,3,40.0,10,3,2,8,7,7,7
5462,39,No,Travel_Rarely,Consultants,3,Male,4,Divorced,9613,0,No,17,3,40.0,19,5,2,18,10,3,7
5616,36,No,Non-Travel,Consultants,4,Female,2,Married,5674,7,No,15,3,40.0,11,3,3,9,8,0,8
4450,32,No,Travel_Rarely,Sales,3,Male,3,Married,5484,1,No,14,3,40.0,13,3,2,13,8,4,8
6617,38,No,Travel_Rarely,Consultants,2,Female,2,Married,12061,3,No,17,3,40.0,19,2,3,10,8,0,1
4335,58,No,Non-Travel,Consultants,4,Male,3,Divorced,5660,2,Yes,13,3,49.0,12,2,3,5,3,1,2
5325,31,No,Travel_Rarely,Consultants,4,Male,4,Married,4821,0,Yes,12,3,48.0,6,4,3,5,2,0,3
9280,31,No,Travel_Rarely,Business Operations,3,Male,1,Married,6410,3,No,12,3,40.0,9,1,3,2,2,1,0
9004,45,No,Travel_Frequently,Consultants,3,Male,1,Divorced,5210,1,No,18,3,40.0,24,2,3,24,9,9,11
5114,31,No,Travel_Rarely,Consultants,4,Male,4,Divorced,2695,0,Yes,18,3,62.0,3,2,1,2,2,2,2
1832,33,No,Travel_Frequently,Consultants,4,Female,2,Married,11878,6,No,11,3,40.0,12,2,3,10,6,8,8
2512,39,No,Travel_Rarely,Consultants,1,Male,1,Married,17068,1,Yes,14,3,48.0,21,3,3,21,9,11,10
9801,43,No,Travel_Frequently,Consultants,4,Female,4,Single,2455,0,No,19,3,40.0,9,5,3,8,7,1,7
5533,49,No,Travel_Rarely,Consultants,2,Female,3,Single,13964,7,Yes,12,3,50.0,25,2,3,7,1,0,7
1722,52,Yes,Travel_Rarely,Consultants,4,Male,2,Married,4941,2,No,15,3,40.0,11,3,2,8,2,7,7
1058,27,No,Travel_Rarely,Consultants,3,Female,2,Single,2478,1,Yes,12,3,53.0,4,2,2,4,3,1,2
6464,32,No,Travel_Rarely,Sales,2,Female,2,Married,5228,1,Yes,11,3,48.0,13,2,3,13,12,11,9
3143,27,No,Travel_Rarely,Sales,3,Male,3,Single,4478,1,Yes,11,3,49.0,5,3,3,5,4,0,4
5291,31,No,Travel_Rarely,Sales,3,Male,4,Divorced,7547,4,No,12,3,40.0,13,3,3,7,7,1,7
3647,32,No,Travel_Rarely,Consultants,4,Female,4,Single,5055,7,No,16,3,40.0,10,0,2,7,7,0,7
8239,28,Yes,Travel_Rarely,Consultants,4,Male,4,Married,3464,5,Yes,13,3,55.0,5,4,2,3,2,2,2
8007,30,No,Travel_Rarely,Consultants,2,Female,4,Married,5775,1,No,13,3,40.0,11,2,3,10,8,1,9
1158,31,No,Travel_Frequently,Consultants,2,Female,3,Married,8943,1,No,24,4,40.0,10,2,3,10,9,8,9
9859,39,No,Travel_Frequently,Consultants,2,Male,4,Married,19272,1,No,15,3,40.0,21,2,3,21,9,13,3
2232,39,Yes,Travel_Rarely,Sales,2,Female,3,Married,5238,4,Yes,18,3,56.0,12,3,2,1,0,0,0
3442,33,No,Travel_Frequently,Sales,3,Male,4,Single,4682,3,No,14,3,40.0,9,6,2,7,7,0,1
1590,47,No,Travel_Rarely,Consultants,5,Male,3,Married,18300,4,No,11,3,40.0,21,2,3,3,2,1,1
7049,43,No,Travel_Frequently,Consultants,4,Female,3,Divorced,5257,1,No,11,3,40.0,9,3,4,9,7,0,0
3426,27,No,Non-Travel,Sales,1,Male,2,Married,6349,0,Yes,13,3,47.0,6,0,3,5,4,1,4
8041,54,No,Travel_Frequently,Consultants,4,Female,3,Single,4869,3,No,12,3,40.0,20,4,2,4,3,0,3
3088,43,No,Travel_Rarely,Consultants,3,Female,1,Married,9985,8,No,16,3,40.0,10,1,2,1,0,0,0
1685,45,No,Travel_Rarely,Consultants,4,Male,4,Married,3697,9,No,14,3,40.0,12,3,3,10,9,9,8
6050,40,No,Travel_Rarely,Sales,2,Male,4,Married,7457,2,Yes,22,4,52.0,6,2,2,4,3,0,2
6974,29,Yes,Travel_Rarely,Consultants,4,Male,1,Married,2119,1,Yes,11,3,53.0,7,4,2,7,7,0,7
1653,29,No,Travel_Rarely,Consultants,5,Male,4,Single,3983,0,No,17,3,40.0,4,2,3,3,2,2,2
6862,30,No,Travel_Rarely,Sales,3,Female,3,Divorced,6118,1,No,13,3,40.0,10,2,3,10,9,1,2
4441,27,No,Travel_Rarely,Sales,4,Female,2,Married,6214,1,No,18,3,40.0,8,3,3,8,7,0,7
5088,37,No,Travel_Rarely,Consultants,2,Male,4,Divorced,6347,7,No,16,3,40.0,8,2,2,6,2,0,4
2684,38,No,Travel_Rarely,Consultants,2,Male,4,Divorced,11510,0,Yes,14,3,48.0,12,3,3,11,10,2,9
6794,31,No,Travel_Rarely,Consultants,4,Female,4,Single,7143,1,Yes,14,3,54.0,11,2,2,11,9,4,10
9773,29,No,Travel_Rarely,Sales,1,Female,2,Divorced,8268,1,Yes,14,3,49.0,7,2,3,7,7,1,7
3532,35,No,Travel_Rarely,Consultants,4,Male,2,Single,8095,0,No,13,3,40.0,17,5,3,16,6,0,13
4878,23,No,Travel_Rarely,Consultants,1,Male,4,Divorced,2904,1,No,12,3,40.0,4,2,2,4,2,0,2
3662,41,No,Travel_Rarely,Consultants,3,Male,2,Single,6032,6,Yes,15,3,48.0,8,3,3,5,4,1,2
3900,47,No,Travel_Frequently,Sales,1,Male,3,Single,2976,3,No,19,3,40.0,5,3,3,0,0,0,0
7755,42,No,Travel_Rarely,Consultants,5,Female,4,Single,15992,2,No,14,3,40.0,16,2,3,1,0,0,0
1406,29,No,Non-Travel,Sales,3,Male,3,Married,4649,1,No,14,3,40.0,4,3,2,4,3,0,2
3938,42,No,Travel_Rarely,Business Operations,1,Male,3,Divorced,2696,0,Yes,11,3,50.0,4,5,3,3,2,1,0
6442,32,No,Travel_Rarely,Consultants,3,Female,2,Married,2370,1,No,13,3,40.0,8,4,3,8,0,0,7
7745,48,No,Travel_Rarely,Sales,1,Female,3,Married,12504,3,No,21,4,40.0,15,3,1,0,0,0,0
5065,37,No,Travel_Rarely,Consultants,3,Male,1,Divorced,5974,4,Yes,13,3,49.0,13,2,3,7,7,6,7
9884,30,No,Non-Travel,Sales,2,Female,3,Married,4736,7,Yes,12,3,47.0,4,2,4,2,2,2,2
3608,26,No,Travel_Rarely,Sales,3,Male,3,Married,5296,1,No,17,3,40.0,8,3,3,8,7,7,7
2771,42,No,Travel_Rarely,Consultants,4,Male,4,Single,6781,3,No,23,4,40.0,14,6,3,1,0,0,0
7267,21,Yes,Travel_Frequently,Sales,1,Female,2,Single,2174,1,Yes,11,3,52.0,3,3,3,3,2,1,2
1634,36,No,Non-Travel,Sales,5,Female,4,Single,6653,4,No,15,3,40.0,7,6,3,1,0,0,0
8711,36,No,Travel_Frequently,Sales,4,Male,4,Married,9699,4,No,11,3,40.0,16,2,3,13,9,1,12
4644,57,No,Travel_Rarely,Consultants,4,Male,3,Married,6755,2,No,11,3,40.0,15,2,3,3,2,1,2
4269,40,No,Travel_Rarely,Consultants,4,Female,3,Married,2213,3,Yes,13,3,48.0,10,3,3,7,7,1,7
8541,21,No,Non-Travel,Sales,2,Male,4,Single,2610,1,No,24,4,40.0,3,3,2,3,2,2,2
6728,33,Yes,Travel_Rarely,Sales,3,Female,3,Single,2851,1,Yes,13,3,51.0,1,2,3,1,0,0,0
6000,37,No,Travel_Rarely,Consultants,3,Female,1,Married,3452,6,No,20,4,40.0,17,3,3,5,4,0,3
4728,46,No,Non-Travel,Consultants,4,Female,3,Married,5258,2,No,14,3,40.0,7,2,4,1,0,0,0
4652,41,Yes,Travel_Frequently,Sales,3,Male,2,Single,9355,1,No,18,3,40.0,8,5,3,8,7,7,7
1387,50,No,Travel_Rarely,Consultants,3,Male,4,Single,10496,6,No,15,3,40.0,20,2,3,4,3,1,3
4164,40,Yes,Travel_Rarely,Sales,2,Male,3,Married,6380,2,Yes,12,3,50.0,8,6,3,6,4,1,0
7528,31,No,Travel_Rarely,Consultants,4,Male,2,Single,2657,0,Yes,16,3,49.0,3,5,3,2,2,2,2
6378,21,Yes,Travel_Rarely,Sales,3,Female,2,Single,2716,1,No,15,3,40.0,1,0,3,1,0,0,0
5564,29,No,Travel_Rarely,Consultants,3,Male,4,Single,2201,9,No,16,3,40.0,6,4,3,3,2,1,2
2137,35,No,Travel_Rarely,Consultants,4,Male,2,Single,6540,9,No,19,3,40.0,10,5,3,1,1,0,0
5573,27,No,Travel_Rarely,Consultants,2,Male,2,Divorced,3816,1,No,11,3,40.0,5,2,3,5,2,0,4
6753,28,No,Travel_Rarely,Sales,4,Male,4,Single,5253,1,No,16,3,40.0,7,1,3,7,5,0,7
9346,49,No,Travel_Rarely,Consultants,3,Male,3,Single,10965,8,No,24,4,40.0,26,2,3,5,2,0,0
7548,51,No,Travel_Rarely,Sales,2,Female,4,Married,4936,4,No,11,3,40.0,18,2,2,7,7,0,7
6425,36,No,Travel_Rarely,Consultants,3,Female,3,Married,2543,4,No,13,3,40.0,6,3,3,2,2,2,2
1452,34,Yes,Non-Travel,Sales,3,Male,4,Single,5304,8,Yes,13,3,56.0,9,3,2,5,2,0,4
2889,55,No,Travel_Rarely,Consultants,3,Female,4,Single,16659,2,Yes,13,3,47.0,30,2,3,5,4,1,2
5279,24,No,Travel_Rarely,Sales,4,Female,3,Divorced,4260,1,Yes,12,3,45.0,5,2,4,5,2,0,3
3925,30,No,Travel_Rarely,Sales,1,Male,2,Married,2476,1,No,18,3,40.0,1,3,3,1,0,0,0
5349,26,Yes,Travel_Frequently,Consultants,1,Male,1,Single,3102,0,No,22,4,40.0,7,2,3,6,4,0,4
1626,22,No,Travel_Rarely,Consultants,3,Female,2,Married,2244,1,No,13,3,40.0,2,1,3,2,1,1,2
2776,36,No,Travel_Rarely,Sales,2,Male,3,Married,7596,1,No,13,3,40.0,10,2,3,10,9,9,0
8119,30,Yes,Travel_Frequently,Consultants,3,Male,4,Single,2285,9,Yes,23,4,50.0,3,4,3,1,0,0,0
6663,37,No,Travel_Rarely,Consultants,3,Female,1,Divorced,3034,1,No,12,3,40.0,18,2,2,18,7,12,17
6139,40,No,Travel_Rarely,Sales,2,Female,2,Divorced,5715,7,No,12,3,40.0,8,5,3,5,4,1,3
8149,42,No,Travel_Rarely,Consultants,4,Female,1,Divorced,2576,3,No,16,3,40.0,8,5,3,5,2,1,2
9379,37,No,Travel_Rarely,Consultants,4,Male,2,Single,4197,2,Yes,12,3,51.0,18,2,2,1,0,0,1
2894,43,No,Travel_Rarely,Consultants,3,Male,2,Divorced,14336,1,No,11,3,40.0,25,3,3,25,10,3,9
7311,40,No,Travel_Rarely,Consultants,3,Female,3,Married,3448,6,No,22,4,40.0,20,3,3,1,0,0,0
4114,54,No,Travel_Rarely,Consultants,2,Male,1,Married,19406,4,No,11,3,40.0,24,4,2,4,2,1,2
5173,34,No,Non-Travel,Sales,4,Female,3,Married,6538,9,No,15,3,40.0,6,3,3,3,2,1,2
1727,31,No,Travel_Rarely,Consultants,2,Female,1,Married,4306,1,No,12,3,40.0,13,5,1,13,10,3,12
8144,43,No,Travel_Frequently,Consultants,3,Male,4,Married,2258,7,No,20,4,40.0,8,1,3,3,2,1,2
1027,43,No,Travel_Rarely,Consultants,4,Female,3,Divorced,4522,4,Yes,14,3,47.0,8,3,3,5,2,0,2
9518,25,No,Travel_Rarely,Sales,2,Female,4,Single,4487,1,Yes,11,3,49.0,5,3,3,5,4,1,3
4228,37,No,Non-Travel,Consultants,5,Female,3,Married,4449,3,Yes,15,3,50.0,15,2,3,13,11,10,7
6967,31,No,Travel_Rarely,Consultants,2,Male,1,Married,2218,1,No,12,3,40.0,4,3,3,4,2,3,2
8066,39,No,Travel_Frequently,Consultants,1,Male,3,Divorced,19197,1,Yes,14,3,47.0,21,3,3,21,8,1,6
2146,56,No,Travel_Frequently,Sales,3,Female,1,Married,13212,9,No,11,3,40.0,36,0,2,7,7,7,7
6409,30,No,Travel_Rarely,Sales,3,Female,3,Single,6577,0,No,11,3,40.0,6,6,3,5,4,4,4
6143,41,No,Travel_Rarely,Sales,3,Male,1,Married,8392,1,No,16,3,40.0,10,2,3,10,7,0,7
3041,28,No,Travel_Rarely,Consultants,2,Male,1,Divorced,4558,1,No,12,3,40.0,10,2,3,10,0,1,8
5920,25,Yes,Travel_Rarely,Consultants,3,Male,1,Married,4031,5,No,13,3,40.0,6,5,3,2,2,0,2
9308,52,No,Travel_Rarely,Consultants,3,Male,3,Married,7969,2,Yes,14,3,49.0,28,4,3,5,4,0,4
6067,45,No,Travel_Rarely,Consultants,2,Male,4,Married,2654,3,No,21,4,40.0,8,3,2,2,2,0,2
7691,52,No,Travel_Rarely,Consultants,2,Female,4,Married,16555,2,No,13,3,40.0,31,2,1,5,2,1,4
6344,42,No,Travel_Frequently,Consultants,2,Female,3,Divorced,4556,2,No,11,3,40.0,19,3,3,5,4,0,2
7592,30,No,Travel_Rarely,Consultants,3,Female,4,Single,6091,2,No,20,4,40.0,11,2,3,5,4,0,2
5844,60,No,Travel_Rarely,Consultants,3,Female,1,Married,19566,5,No,11,3,40.0,33,5,1,29,8,11,10
3085,46,No,Travel_Rarely,Consultants,3,Female,3,Divorced,4810,2,No,14,3,40.0,19,5,2,10,7,0,8
4143,42,No,Travel_Frequently,Consultants,4,Female,4,Married,4523,0,No,11,3,40.0,7,4,4,6,5,0,4
7888,24,Yes,Travel_Rarely,Sales,1,Female,2,Single,3202,1,Yes,16,3,52.0,6,4,3,5,3,1,4
7211,34,Yes,Travel_Frequently,Sales,2,Female,3,Divorced,2351,0,No,16,3,40.0,3,3,2,2,2,1,0
3851,38,No,Travel_Frequently,Consultants,2,Male,4,Married,1702,1,Yes,23,4,50.0,1,3,3,1,0,0,0
5930,40,No,Travel_Rarely,Sales,4,Female,3,Married,18041,0,No,14,3,40.0,21,2,3,20,15,1,12
7653,26,No,Travel_Rarely,Consultants,3,Female,4,Divorced,2886,1,No,22,4,40.0,3,3,1,3,2,0,2
1006,30,No,Non-Travel,Consultants,3,Male,4,Married,2097,4,No,15,3,40.0,9,3,1,5,3,1,4
5978,29,No,Travel_Rarely,Consultants,4,Male,3,Married,11935,1,No,18,3,40.0,10,2,3,10,2,0,7
5700,29,Yes,Travel_Rarely,Consultants,5,Female,2,Married,2546,5,No,16,3,40.0,6,2,4,2,2,1,1
4443,19,Yes,Travel_Rarely,Business Operations,2,Male,4,Single,2564,1,No,12,3,40.0,1,3,4,1,0,0,0
8043,30,No,Non-Travel,Sales,4,Female,1,Married,8412,0,No,11,3,40.0,10,3,3,9,8,7,8
6279,57,No,Travel_Rarely,Sales,3,Male,4,Divorced,14118,3,No,12,3,40.0,32,3,2,1,0,0,0
8618,50,No,Travel_Rarely,Consultants,4,Male,3,Married,17046,0,No,15,3,40.0,28,2,3,27,10,15,7
8238,30,No,Non-Travel,Consultants,3,Female,4,Single,2564,0,No,14,3,40.0,12,2,2,11,7,6,7
8244,60,No,Travel_Frequently,Sales,3,Female,1,Married,10266,4,No,19,3,40.0,22,5,4,18,13,13,11
4501,47,No,Travel_Rarely,Consultants,2,Female,4,Divorced,5070,5,No,13,3,40.0,20,2,3,5,0,0,4
9375,46,No,Travel_Rarely,Consultants,3,Male,3,Married,17861,6,No,13,3,40.0,26,2,1,3,2,0,1
8752,35,No,Travel_Rarely,Consultants,3,Male,3,Single,4230,0,No,15,3,40.0,6,2,3,5,4,4,3
3780,54,No,Travel_Rarely,Consultants,4,Female,3,Single,3780,7,No,11,3,40.0,19,3,3,1,0,0,0
2389,34,No,Travel_Rarely,Consultants,4,Male,3,Divorced,2768,3,No,12,3,40.0,14,3,3,7,3,5,7
5649,46,No,Travel_Rarely,Sales,3,Female,4,Married,9071,2,Yes,19,3,49.0,15,3,3,3,2,1,2
9445,31,No,Travel_Rarely,Consultants,1,Male,2,Divorced,10648,1,No,25,4,40.0,13,6,4,13,8,0,8
6491,33,Yes,Travel_Rarely,Consultants,1,Male,3,Married,13610,7,Yes,12,3,51.0,15,2,4,7,6,7,7
2530,33,Yes,Travel_Rarely,Consultants,1,Male,4,Divorced,3408,7,No,13,3,40.0,8,2,3,4,3,1,3
4848,30,No,Travel_Rarely,Sales,1,Male,2,Single,2983,0,No,14,3,40.0,4,3,3,3,2,1,2
6085,35,No,Travel_Rarely,Consultants,3,Male,3,Married,7632,4,Yes,12,3,48.0,10,2,3,8,7,0,0
4680,31,Yes,Travel_Frequently,Consultants,3,Male,3,Married,9824,3,No,12,3,40.0,12,2,3,1,0,0,0
4262,34,Yes,Travel_Frequently,Business Operations,3,Female,1,Divorced,9950,9,Yes,15,3,52.0,11,2,3,3,2,0,2
3414,42,No,Travel_Frequently,Consultants,2,Male,3,Married,2093,4,No,17,3,40.0,8,4,3,2,2,2,0
1400,36,No,Non-Travel,Sales,4,Male,4,Single,9980,1,No,14,3,40.0,10,3,2,10,3,9,7
1757,22,Yes,Travel_Frequently,Consultants,1,Male,3,Single,3894,5,No,16,3,40.0,4,3,3,2,2,1,2
5011,48,No,Travel_Rarely,Sales,5,Female,4,Married,4051,2,No,14,3,40.0,14,2,3,9,7,6,7
8784,55,No,Travel_Rarely,Sales,5,Female,2,Single,16835,3,No,23,4,40.0,37,2,3,10,9,7,7
2193,41,No,Non-Travel,Sales,2,Male,4,Single,6230,7,No,14,3,40.0,16,3,3,14,3,1,10
8461,35,No,Travel_Rarely,Sales,3,Male,3,Married,4717,9,No,11,3,40.0,15,2,3,11,9,6,9
7790,40,No,Travel_Rarely,Consultants,3,Female,3,Single,13237,7,No,15,3,40.0,22,3,3,20,6,5,13
4185,39,No,Travel_Frequently,Consultants,1,Female,3,Married,3755,1,No,11,3,40.0,8,3,3,8,3,0,7
